text,author,time,text_clean
Ngeriiiiii gus2 gelar nya korupsiiiiiiii gila islam di mandiiiin waduuuuuk tolong gus2 yg laiiin gersihkan islam,@jujurindiantinirindiantini,1 bulan yang lalu,ngeriiiiii gus gelar nya korupsiiiiiiii gila islam di mandiiiin waduuuuuk tolong gus yg laiiin gersihkan islam
Oalah ini to,@annajibyt1305,1 bulan yang lalu,oalah ini to
Kekuasaan sangat menggiurkan utk berbuat korupsi. Jgn sekali2 dekat kekuasaan kalo gk ingin terseret kasus hukum. Lebih baik jadi petani saja bebas dari korupsi.,@bartehrman2266,1 bulan yang lalu,kekuasaan sangat menggiurkan utk berbuat korupsi jgn sekali dekat kekuasaan kalo gk ingin terseret kasus hukum lebih baik jadi petani saja bebas dari korupsi
"gus alex sikapnya (cara seseorang berpikir, merasa, dan bertindak terhadap sesuatu atau seseorang) sok (berpura pura) kalem (sikap tenang, santai, tidak mudah marah, dan tidak terburu-buru) padahal aslinya takut ketahuan😂",@istirahat_di_surga,1 bulan yang lalu (diedit),gus alex sikapnya cara seseorang berpikir merasa dan bertindak terhadap sesuatu atau seseorang sok berpura pura kalem sikap tenang santai tidak mudah marah dan tidak terburuburu padahal aslinya takut ketahuan
Staf khusus nggak tahu  ..... mokal  iku ....,@AbdulLatif-th3zu,1 bulan yang lalu,staf khusus nggak tahu   mokal  iku 
Remuk ajur ....NU.,@zuhroniwijaya4726,1 bulan yang lalu,remuk ajur nu
kalau maling motor abis kegebukin padahal nilai motor paling mahal 10 juta,@bolavoliindonesia6304,1 bulan yang lalu,kalau maling motor abis kegebukin padahal nilai motor paling mahal  juta
Titel nya sih Gus...tapi kelakuanny gak Bagus,@thd1031,1 bulan yang lalu,titel nya sih gustapi kelakuanny gak bagus
"Nanti juga MBG Ada yang pake baju ORANGE, liat aja ...Semua Di Korupsi di negeri ini karena gak ada Integritas",@Abushabir,1 bulan yang lalu,nanti juga mbg ada yang pake baju orange liat aja semua di korupsi di negeri ini karena gak ada integritas
"Gelar GUS jangan disandingkan, GUS = KYAI, Terlalu sakral.",@R40NG,1 bulan yang lalu,gelar gus jangan disandingkan gus  kyai terlalu sakral
Periode gus maling menjadi trend saat ini.,@irfansalasi86,1 bulan yang lalu,periode gus maling menjadi trend saat ini
Jokowi nya gimana,@majlismadihurrosulsamarind1083,1 bulan yang lalu,jokowi nya gimana
"Orang klo dah melakukan kesalahan pasti jadi bodoh mendadak. Penjarain aj masa kuota haji buat main"" sangat memalukan urusan ibadah buat korupsi. Dah bener tangkap n penjarain yaqut dan kroninya",@nadapratama1485,1 bulan yang lalu,orang klo dah melakukan kesalahan pasti jadi bodoh mendadak penjarain aj masa kuota haji buat main sangat memalukan urusan ibadah buat korupsi dah bener tangkap n penjarain yaqut dan kroninya
"Lagi trend Gus gus maling kayanya nie

😂😂😂
😂😂😂",@andriyansyah2477,1 bulan yang lalu,"lagi trend gus gus maling kayanya nie


"
"10jt klo punya perorangan  itu terasa bnget bgi si korban bos,,beda dg korupsi 1triliun lo masih bisa senyum2 kan dan gk merasa kehilangan tidur makan msh enak,,,,coba lo diposisi korban kehilangan motor yg kata lo cuma 10jt,,",@esachannel1463,1 bulan yang lalu,jt klo punya perorangan  itu terasa bnget bgi si korban bosbeda dg korupsi triliun lo masih bisa senyum kan dan gk merasa kehilangan tidur makan msh enakcoba lo diposisi korban kehilangan motor yg kata lo cuma jt
"BEBERAPA KECIL BERMASALAH, SEMUANYA SEAKAN SAMA JUGA....

NGEEERI KALI NITIZEN KALAU BERKOMENTAR......",@IbnuSuyuthi234,1 bulan yang lalu,"beberapa kecil bermasalah semuanya seakan sama juga

ngeeeri kali nitizen kalau berkomentar"
wedus wedes kena tangkp kpk mmpooosssd,@Abdulmajit-b9r,1 bulan yang lalu,wedus wedes kena tangkp kpk mmpooosssd
Gus2  namanya  Bagus  tp  korupsi    sk  skli,@BerkahVivo-t6v,1 bulan yang lalu,gus  namanya  bagus  tp  korupsi    sk  skli
Manusia seperti ga pantas dipanggil Gus sebut aja maling,@YadiSupriadi-w7t,1 bulan yang lalu,manusia seperti ga pantas dipanggil gus sebut aja maling
Golongan orang2 munafik..tidak bisa di percaya kalau di beri amanah..,@slametsubadri7518,1 bulan yang lalu,golongan orang munafiktidak bisa di percaya kalau di beri amanah
"Gus yg ini udah gugus,mudah"" ga ada yg ikut ays jga",@Arifsetyahadi,1 bulan yang lalu,gus yg ini udah gugusmudah ga ada yg ikut ays jga
"Stafsus tdk punya kewenangan, tp banyak yg jadi operator korupsi.",@kere_necis,1 bulan yang lalu,stafsus tdk punya kewenangan tp banyak yg jadi operator korupsi
"Bertahun2 jamaah reguler menunggu giliran berangkat haji... sampai2 ada yg meninggal Krn terlalu lama menunggu... ternyata ada permainan kuota haji😢😢😢 kami nggak ikhlas, saudara2 kami sampai2 meninggal Krn terlalu tua lama menunggu..😢",@astutik1943,1 bulan yang lalu,bertahun jamaah reguler menunggu giliran berangkat haji sampai ada yg meninggal krn terlalu lama menunggu ternyata ada permainan kuota haji kami nggak ikhlas saudara kami sampai meninggal krn terlalu tua lama menunggu
WEDOS ALEX MALENG KUOTA HAJI AHIRNYA DI KERANGKENG JUGA NGIKUTI BUTO IJO YAQUL MALENG.,@afwalan9520,1 bulan yang lalu,wedos alex maleng kuota haji ahirnya di kerangkeng juga ngikuti buto ijo yaqul maleng
Pejabat kok begok Lex Alex mengelak gak paham,@Yahman-j8u,1 bulan yang lalu,pejabat kok begok lex alex mengelak gak paham
GA pura pura polos dan nggak tahu😅😅😅😅😅.bmau melindungi boss nya,@jokostone5603,1 bulan yang lalu,ga pura pura polos dan nggak tahubmau melindungi boss nya
"Pura"" bliin otknya wdhhhhhh jelas kakap",@Solihin-q5e,1 bulan yang lalu,pura bliin otknya wdhhhhhh jelas kakap
"Ini baru suhu, korup berdarah dingin😅",@Joko_s7,1 bulan yang lalu,ini baru suhu korup berdarah dingin
"Yaqut dan alex inilah yang merusak nama baik gus, selain mereka berdua juga ada gus2 palsu lain yg mencoreng nama baik gus asli.",@Guswie,1 bulan yang lalu,yaqut dan alex inilah yang merusak nama baik gus selain mereka berdua juga ada gus palsu lain yg mencoreng nama baik gus asli
Tangannya   di borgol,@AsmaEdawati,1 bulan yang lalu,tangannya   di borgol
Pakek jengGot nglangGar syariat islam .. nerake Gus ..menantimu,@akhdannafis3402,1 bulan yang lalu,pakek jenggot nglanggar syariat islam  nerake gus menantimu
Gak ada yg keplak tuh si agus😂,@BanyuBiru-k3j,1 bulan yang lalu,gak ada yg keplak tuh si agus
Ayo Gus Alek jangan mau jadi penghuni hotel prodeo sendiri ajak mereka yang ikut menikmati uang hasil maling,@hasanrusli8675,1 bulan yang lalu,ayo gus alek jangan mau jadi penghuni hotel prodeo sendiri ajak mereka yang ikut menikmati uang hasil maling
Ini orang pura2 goblog gak tau nya garong juga,@dadangsuryadi9057,1 bulan yang lalu,ini orang pura goblog gak tau nya garong juga
"gak usah panggil gus, guk aja gaes",@DaftarUser-n2b,1 bulan yang lalu,gak usah panggil gus guk aja gaes
cak alex iku ketoke konco plek karo cak jack....ketoro podho pinter ngeles.... terus podho ketok plonga plongo 😁😁,@andrianwibowo1264,1 bulan yang lalu (diedit),cak alex iku ketoke konco plek karo cak jackketoro podho pinter ngeles terus podho ketok plonga plongo 
Klo fi sel kan biar lebih khusuk dalam beribadah,@warsitokaltara3519,1 bulan yang lalu,klo fi sel kan biar lebih khusuk dalam beribadah
"NU, komentar nya dong.....Paling bilang itu oknum.",@bambangsadhono5968,1 bulan yang lalu,nu komentar nya dongpaling bilang itu oknum
Udah bisa ditebak klo si Yaqut tdk bermain dan menikmati sendiri hasil korupsi.. Pasti byk yg sdh menikmati.. Tinggal KPK mampu gak membuat si yaqut berkicau siapa saja yg menikmati,@sohibulhidayat314,1 bulan yang lalu,udah bisa ditebak klo si yaqut tdk bermain dan menikmati sendiri hasil korupsi pasti byk yg sdh menikmati tinggal kpk mampu gak membuat si yaqut berkicau siapa saja yg menikmati
Alhamdulillah klo sudah ganti baju oranye kelihatan lebih ganteng😂😂😂,@AgusSopyan-z3q,1 bulan yang lalu,alhamdulillah klo sudah ganti baju oranye kelihatan lebih ganteng
"Ini manusia sangat licik dia tahu tapi pura pura tidak tahu, dia tahu tentang ilmu Agama bahwa perbuatan curang atau memakan barang haram itu dilarang oleh Allah SWT tapi dia tetap melakukannya dengan segala cara dan menghalalkan barang yang sebenarnya haram sangat merusak norma norma Agama Islam sendiri",@suwantooo9900,1 bulan yang lalu,ini manusia sangat licik dia tahu tapi pura pura tidak tahu dia tahu tentang ilmu agama bahwa perbuatan curang atau memakan barang haram itu dilarang oleh allah swt tapi dia tetap melakukannya dengan segala cara dan menghalalkan barang yang sebenarnya haram sangat merusak norma norma agama islam sendiri
Jengot lebet amat om,@erwinpriyono5841,1 bulan yang lalu,jengot lebet amat om
"Gelar gus di kemenag tapi korutor juga,, haji pun di korupsi",@abdurrahmanrahman111,1 bulan yang lalu,gelar gus di kemenag tapi korutor juga haji pun di korupsi
GAK PANTAS DI SEBUT GUS,@puryadipurie8922,1 bulan yang lalu,gak pantas di sebut gus
"Tampangnya sok kalem,. padahal maling juga.",@pendidikanmenengah6573,1 bulan yang lalu,tampangnya sok kalem padahal maling juga
Ja gan pangil gus itu alex BADIzT,@jallkn,1 bulan yang lalu,ja gan pangil gus itu alex badizt
Tikus got ketangkap,@sugiyanto-hq6eo,1 bulan yang lalu,tikus got ketangkap
Dajjal sungkem kepada gus alex,@nurrohmad8017,1 bulan yang lalu,dajjal sungkem kepada gus alex
Bubarkan MBG,@majujahe,1 bulan yang lalu,bubarkan mbg
"Kok banyak Gus yg korup dan bermasalah yaa,,apakah untuk jadi Gus tdk di lakukan fit and proper test yaa",@KansasJeff,1 bulan yang lalu,kok banyak gus yg korup dan bermasalah yaaapakah untuk jadi gus tdk di lakukan fit and proper test yaa
Gas gus gas gus...gak sesuai dengan kelakuan.,@marwanto4655,1 bulan yang lalu,gas gus gas gusgak sesuai dengan kelakuan
Gak tau.. Tapi jadi tersangka gesss...!!!??? Apa gak terasa ya kalo si gus mau ketanggkepppp tuh.. Lllhhaaa....!! 🙄🙄🙄😌😌😌❤❤❤❤❤,@earlyhassan2049,1 bulan yang lalu,gak tau tapi jadi tersangka gesss apa gak terasa ya kalo si gus mau ketanggkepppp tuh lllhhaaa 
"Berjenggot, agamis, tapi hati dan pikiran nya kotor... Memakan uang haram... Aduhhhh",@KhairilAnwar-r8o,1 bulan yang lalu,berjenggot agamis tapi hati dan pikiran nya kotor memakan uang haram aduhhhh
Tidak punya pemahaman = robot,@torisunindyo6475,1 bulan yang lalu,tidak punya pemahaman  robot
Hukum mati ini mah,@BayuSaputra-nk2oj,1 bulan yang lalu,hukum mati ini mah
Terasa bohongnya!,@fakhrurrazikasmy5157,1 bulan yang lalu,terasa bohongnya
Gus oh Gus gus,@abahocid5523,1 bulan yang lalu,gus oh gus gus
Periksa semua yg gelar Gus di NU .mana tau mereka terima uang korupsi dana haji,@emansulaeman3246,1 bulan yang lalu,periksa semua yg gelar gus di nu mana tau mereka terima uang korupsi dana haji
"Kenapa sih ga di gebukin dlu baru ditahan? Ga kya maling cabe / ayam.. Huh tajam kebawah, tumpul ke atas",@JasmineWreight,1 bulan yang lalu,kenapa sih ga di gebukin dlu baru ditahan ga kya maling cabe  ayam huh tajam kebawah tumpul ke atas
"jangan kan gus,kiayi/habib itu manusia biasa,siapa yg ga tergiur dengan uang dan hidup mewah,.😂😅",@ahmadgunawan6871,1 bulan yang lalu,jangan kan guskiayihabib itu manusia biasasiapa yg ga tergiur dengan uang dan hidup mewah
pejabat pejabat gaji sudah lumayan kok masih ajak maling pantes ajak rumah pada besar.besar engak tahunya tikus juga,@andreaswijaya458,1 bulan yang lalu,pejabat pejabat gaji sudah lumayan kok masih ajak maling pantes ajak rumah pada besarbesar engak tahunya tikus juga
Ngene negoro kok kon berkembAng ..wong mendo dadi staf sus 😂😂😂,@HildaSamolo,1 bulan yang lalu,ngene negoro kok kon berkembang wong mendo dadi staf sus 
Saatnya Muhsmdyah dan Persis menjabat dikementrian Agama dan Kementrian Haji agar ada pembanding kepemimpinan,@denidaradjat6405,1 bulan yang lalu,saatnya muhsmdyah dan persis menjabat dikementrian agama dan kementrian haji agar ada pembanding kepemimpinan
ini orangnya mana sih min klao blh tau? 🙏😁,@nihateknik8426,1 bulan yang lalu,ini orangnya mana sih min klao blh tau 
Jd staf khusus Gus Yaqut bidang MALING KUOTA HAJI.,@RedevGencar,1 bulan yang lalu,jd staf khusus gus yaqut bidang maling kuota haji
muka tenang tapi maling yg merugikan,@WanasFamily,1 bulan yang lalu,muka tenang tapi maling yg merugikan
"Woi ketangkep lagi syetan dr golongan manusia di bulan ramadhan, ini penampakannya pake rompi oranye diborgol.",@sugengrawuh5845,1 bulan yang lalu,woi ketangkep lagi syetan dr golongan manusia di bulan ramadhan ini penampakannya pake rompi oranye diborgol
takut yah . . . . . .hihihiihi . . . . .,@kucinglucu4263,1 bulan yang lalu,takut yah      hihihiihi     
Beliau bergelar Gus. Anak kyai. MUSTAHIL korupsi. Karena anak kyai ngaNU itu yang megang kubci surga tak ye,@MbahMu9829,1 bulan yang lalu,beliau bergelar gus anak kyai mustahil korupsi karena anak kyai nganu itu yang megang kubci surga tak ye
Katanya setiap nama yg ada Gusnya di depan gak ada yg bener kayanya cuma pura pura bener doang gak taunya Maling,@ZaefinZaefin-c9c,1 bulan yang lalu,katanya setiap nama yg ada gusnya di depan gak ada yg bener kayanya cuma pura pura bener doang gak taunya maling
"Gus abal2 jngn percaya sekarang sama orang yg suka ndongeng😂agama di hati yg penting ikuti apa kata nabi Muhamad swa pasti selamat😂ALLAH,swt menilai amal baik umadnya bukan lantaran ikut organisasih, gelarnya karna iman kusuknya tawaduknya ilklasnya kita KPD ALLAH,SWT,,amiin",@gubukdurian-c6h,1 bulan yang lalu,gus abal jngn percaya sekarang sama orang yg suka ndongengagama di hati yg penting ikuti apa kata nabi muhamad swa pasti selamatallahswt menilai amal baik umadnya bukan lantaran ikut organisasih gelarnya karna iman kusuknya tawaduknya ilklasnya kita kpd allahswtamiin
Gus itu keturunan kyai?,@nurkholis6006,1 bulan yang lalu,gus itu keturunan kyai
"Puasa2 ditahan kpk, nambah dosa pahsla hilsng semua",@andilesprivat6338,1 bulan yang lalu,puasa ditahan kpk nambah dosa pahsla hilsng semua
"Gus alex di depan dpr pura2 bego ga tau apa2, di depan penyidik kpk ga bisa, kpk lebih tau cara menguliknya, begini ko dipanggil gus, gus palsu",@andilesprivat6338,1 bulan yang lalu,gus alex di depan dpr pura bego ga tau apa di depan penyidik kpk ga bisa kpk lebih tau cara menguliknya begini ko dipanggil gus gus palsu
Jawaban Gus jenggot gk pantas .... minum obat serangga itu lbih baik,@suhartono2193,1 bulan yang lalu,jawaban gus jenggot gk pantas  minum obat serangga itu lbih baik
Karena biasanya diukur dari jumlah umatnya,@abdulmalikmedia65,1 bulan yang lalu,karena biasanya diukur dari jumlah umatnya
" @abdulmalikmedia65  padahal umatnya mayoritas tdk lagi mendukung  orang dr NU menduduki posisi di kemenag lagi. Setelah terjadi kasus2 korupsi di kementerian itu.

Sejak era reformasi, terutama sejak tokoh terakhir KH. Hasyim Muzhadi tdk lagi memimpin NU, NU beserta ormas2 di bawahnya seolah berubah seperti bukan lagi organisasi keagamaan. Nama seolah hanya jadi simbol, sementara gejala perilaku paradoks terjadi di baliknya. Nama besar organisasi dimanfaatkan oknum2 petingginya utk kepentingan pragmatisme.

Wajar jika selama bbrp periode berturut2 sejak era reformasi pejabat Menteri Agamanya yg NB dr NU itu sll berakhir ditangkap KPK krn melakukan tindakan korupsi. Miris dan ironis..,bagemana tdk, diberi amanah menangani urusan agama saja berani mengkorupsi apalagi urusan lainnya.
Jadi, sangat masuk akal jika ada desakan atau usulan utk pejabat di kementerian agama terutama menterinya, sebaiknya perlu dicoba direkrut dr tokoh di luar elit NU (muhammadyah).",@BuindNoor,1 bulan yang lalu," abdulmalikmedia  padahal umatnya mayoritas tdk lagi mendukung  orang dr nu menduduki posisi di kemenag lagi setelah terjadi kasus korupsi di kementerian itu

sejak era reformasi terutama sejak tokoh terakhir kh hasyim muzhadi tdk lagi memimpin nu nu beserta ormas di bawahnya seolah berubah seperti bukan lagi organisasi keagamaan nama seolah hanya jadi simbol sementara gejala perilaku paradoks terjadi di baliknya nama besar organisasi dimanfaatkan oknum petingginya utk kepentingan pragmatisme

wajar jika selama bbrp periode berturut sejak era reformasi pejabat menteri agamanya yg nb dr nu itu sll berakhir ditangkap kpk krn melakukan tindakan korupsi miris dan ironisbagemana tdk diberi amanah menangani urusan agama saja berani mengkorupsi apalagi urusan lainnya
jadi sangat masuk akal jika ada desakan atau usulan utk pejabat di kementerian agama terutama menterinya sebaiknya perlu dicoba direkrut dr tokoh di luar elit nu muhammadyah"
Yg angkat gus ini siapa ya kira2,@imamcrazcase8768,3 minggu yang lalu,yg angkat gus ini siapa ya kira
Sejak Tahun 2024 Saya Tulis Kang Alek  Ora Pantes Dipanggil Gus  - Sekarang Maret 2026  Suda Pakai Baju Tahanan KPK  -  Kang Alek Nikmati Lebaran di Tahanan Njih,@slametsantoso2199,1 bulan yang lalu,sejak tahun  saya tulis kang alek  ora pantes dipanggil gus   sekarang maret   suda pakai baju tahanan kpk    kang alek nikmati lebaran di tahanan njih
Gak pantas di panggil gus karena bukan dr kel kiyai g pernah mondok juga  saya tahu karena dr kampung yg sama dari madiun,@RirinUntyasih,3 minggu yang lalu,gak pantas di panggil gus karena bukan dr kel kiyai g pernah mondok juga  saya tahu karena dr kampung yg sama dari madiun
GELAR KEBESARAN GUS DIRUSAK OLEH GUSGUS KORUP,@YahLim,1 bulan yang lalu,gelar kebesaran gus dirusak oleh gusgus korup
Semua demi kelompok siap siap jadi korban itu sendiri dan kambing hitam.. begitu kejam dunia politik...,@Muliyani-tz9wf,1 bulan yang lalu,semua demi kelompok siap siap jadi korban itu sendiri dan kambing hitam begitu kejam dunia politik
gus gus  maling uang rakyat .semuga tidak ditahan langsung didor. saja,@abdi-kf3wx,1 bulan yang lalu,gus gus  maling uang rakyat semuga tidak ditahan langsung didor saja
2 gus jd maling,@Nanang-q2t,1 bulan yang lalu, gus jd maling
"Iman tak bisa diwarisi. Sayangnya di NU kalau  punya pondok oesantren anaknya melekat nama gus. Gus ini di elu2kan banget terutama oleh para santri/wati atau masyarakat disekitar tanpa memandang keilmuan dan akhlaknya si anak ini. Makanya nama gus tak layak disematkan pada semua anak yang punya pondok pesantren, seharusnya punya kriteria2 baru boleh dipanggil gus kalau nama gus tak mau tercoreng.",@arjunaazazi7361,1 bulan yang lalu,iman tak bisa diwarisi sayangnya di nu kalau  punya pondok oesantren anaknya melekat nama gus gus ini di elukan banget terutama oleh para santriwati atau masyarakat disekitar tanpa memandang keilmuan dan akhlaknya si anak ini makanya nama gus tak layak disematkan pada semua anak yang punya pondok pesantren seharusnya punya kriteria baru boleh dipanggil gus kalau nama gus tak mau tercoreng
